open_0,open_1,open_2,bit_00,bit_01,bit_02,bit_03,bit_04,bit_05,bit_06,bit_07,bit_08,bit_09,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,opening_coop_ratio,table_coop_ratio,coop_after_i_coop,coop_after_i_defect,coop_after_opp_coop,coop_after_opp_defect,coop_after_mutual_coop,coop_after_mutual_def,score,label,origin
0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.4375,0.40625,0.46875,0.46875,0.40625,0.4375,0.4375,4706.0,1,random
0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0.3333333333333333,0.484375,0.59375,0.375,0.46875,0.5,0.5625,0.375,4370.0,0,random
0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0.3333333333333333,0.546875,0.53125,0.5625,0.5625,0.53125,0.5625,0.5625,4062.0,0,random
0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0.0,0.5,0.53125,0.46875,0.59375,0.40625,0.625,0.375,3792.0,0,random
0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0.0,0.578125,0.53125,0.625,0.59375,0.5625,0.625,0.6875,3855.0,0,random
0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0.3333333333333333,0.53125,0.5625,0.5,0.46875,0.59375,0.5625,0.625,3977.0,0,random
1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1.0,0.578125,0.625,0.53125,0.53125,0.625,0.625,0.625,4115.0,0,random
0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0.3333333333333333,0.5625,0.5625,0.5625,0.53125,0.59375,0.5,0.5625,3321.0,0,random
0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0.3333333333333333,0.578125,0.5,0.65625,0.59375,0.5625,0.4375,0.5625,3756.0,0,random
1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1.0,0.484375,0.4375,0.53125,0.53125,0.4375,0.4375,0.4375,3940.0,0,random
0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0.6666666666666666,0.515625,0.5,0.53125,0.46875,0.5625,0.375,0.5,3391.0,0,random
0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0.3333333333333333,0.5,0.46875,0.53125,0.625,0.375,0.625,0.4375,3678.0,0,random
0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.3333333333333333,0.484375,0.53125,0.4375,0.46875,0.5,0.5,0.4375,3894.0,0,random
0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.46875,0.4375,0.5,0.4375,0.5,0.4375,0.5625,3814.0,0,random
1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1.0,0.484375,0.59375,0.375,0.4375,0.53125,0.625,0.5,3769.0,0,random
1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0.6666666666666666,0.53125,0.5,0.5625,0.53125,0.53125,0.4375,0.5,3492.0,0,random
0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0.0,0.359375,0.34375,0.375,0.21875,0.5,0.25,0.5625,4689.0,1,random
1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0.6666666666666666,0.484375,0.4375,0.53125,0.4375,0.53125,0.375,0.5625,4362.0,0,random
0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0.6666666666666666,0.5,0.5625,0.4375,0.5,0.5,0.5625,0.4375,3813.0,0,random
0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0.3333333333333333,0.390625,0.4375,0.34375,0.4375,0.34375,0.375,0.1875,4012.0,0,random
1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0.6666666666666666,0.375,0.3125,0.4375,0.375,0.375,0.125,0.25,4168.0,0,random
1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1.0,0.5,0.5,0.5,0.40625,0.59375,0.3125,0.5,3300.0,0,random
0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.3333333333333333,0.453125,0.46875,0.4375,0.40625,0.5,0.5,0.5625,4180.0,0,random
1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0.6666666666666666,0.484375,0.46875,0.5,0.53125,0.4375,0.5625,0.5,4038.0,0,random
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0.6666666666666666,0.375,0.375,0.375,0.46875,0.28125,0.4375,0.25,4015.0,0,random
0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0.3333333333333333,0.53125,0.375,0.6875,0.5,0.5625,0.3125,0.6875,3576.0,0,random
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0.3333333333333333,0.375,0.3125,0.4375,0.375,0.375,0.25,0.375,4056.0,0,random
0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0.3333333333333333,0.40625,0.375,0.4375,0.46875,0.34375,0.3125,0.25,4070.0,0,random
1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0.6666666666666666,0.59375,0.6875,0.5,0.59375,0.59375,0.6875,0.5,3565.0,0,random
1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.6666666666666666,0.40625,0.375,0.4375,0.5,0.3125,0.5,0.375,3800.0,0,random
0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0.3333333333333333,0.578125,0.6875,0.46875,0.65625,0.5,0.75,0.375,3769.0,0,random
0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0.3333333333333333,0.484375,0.46875,0.5,0.5625,0.40625,0.5,0.375,3821.0,0,random
1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0.6666666666666666,0.484375,0.46875,0.5,0.40625,0.5625,0.3125,0.5,4148.0,0,random
0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0.3333333333333333,0.671875,0.71875,0.625,0.6875,0.65625,0.875,0.75,3842.0,0,random
1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.6666666666666666,0.4375,0.375,0.5,0.375,0.5,0.3125,0.5625,4106.0,0,random
0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0.3333333333333333,0.453125,0.53125,0.375,0.53125,0.375,0.5,0.1875,3786.0,0,random
1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0.3333333333333333,0.375,0.25,0.5,0.46875,0.28125,0.3125,0.375,3946.0,0,random
0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0.6666666666666666,0.546875,0.5625,0.53125,0.625,0.46875,0.5625,0.375,2975.0,0,random
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.3333333333333333,0.421875,0.4375,0.40625,0.4375,0.40625,0.4375,0.375,4177.0,0,random
0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0.3333333333333333,0.515625,0.59375,0.4375,0.5625,0.46875,0.6875,0.4375,3810.0,0,random
0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.6666666666666666,0.484375,0.375,0.59375,0.40625,0.5625,0.375,0.75,4672.0,1,random
0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0.0,0.515625,0.625,0.40625,0.53125,0.5,0.75,0.5,3723.0,0,random
0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0.0,0.578125,0.65625,0.5,0.5,0.65625,0.625,0.625,3855.0,0,random
0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0.3333333333333333,0.40625,0.46875,0.34375,0.375,0.4375,0.4375,0.375,4230.0,0,random
0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0.3333333333333333,0.453125,0.4375,0.46875,0.46875,0.4375,0.5,0.5,3524.0,0,random
1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0.6666666666666666,0.578125,0.53125,0.625,0.5,0.65625,0.5625,0.8125,3949.0,0,random
1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0.6666666666666666,0.5625,0.53125,0.59375,0.46875,0.65625,0.4375,0.6875,3077.0,0,random
1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.6666666666666666,0.453125,0.3125,0.59375,0.375,0.53125,0.1875,0.625,3555.0,0,random
1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0.3333333333333333,0.515625,0.59375,0.4375,0.53125,0.5,0.5,0.3125,3699.0,0,random
1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0.6666666666666666,0.65625,0.59375,0.71875,0.625,0.6875,0.625,0.8125,3905.0,0,random
1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0.6666666666666666,0.53125,0.5625,0.5,0.46875,0.59375,0.5625,0.625,3552.0,0,random
1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1.0,0.53125,0.5625,0.5,0.4375,0.625,0.5,0.625,4714.0,1,random
1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0.6666666666666666,0.5625,0.5,0.625,0.59375,0.53125,0.5,0.5625,3613.0,0,random
0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0.3333333333333333,0.53125,0.53125,0.53125,0.53125,0.53125,0.625,0.625,4176.0,0,random
0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0.3333333333333333,0.546875,0.53125,0.5625,0.5,0.59375,0.5,0.625,3750.0,0,random
0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0.3333333333333333,0.46875,0.5,0.4375,0.375,0.5625,0.4375,0.5625,3905.0,0,random
0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0.6666666666666666,0.515625,0.46875,0.5625,0.53125,0.5,0.5,0.5625,3758.0,0,random
1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0.6666666666666666,0.640625,0.59375,0.6875,0.71875,0.5625,0.625,0.5625,3870.0,0,random
0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0.0,0.484375,0.46875,0.5,0.4375,0.53125,0.5,0.625,3780.0,0,random
0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0.6666666666666666,0.546875,0.53125,0.5625,0.625,0.46875,0.5625,0.4375,3892.0,0,random
0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0.3333333333333333,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,0.4375,3624.0,0,random
0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0.3333333333333333,0.515625,0.375,0.65625,0.53125,0.5,0.4375,0.6875,3943.0,0,random
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0.0,0.5,0.5,0.5,0.375,0.625,0.5,0.75,4381.0,0,random
0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0.3333333333333333,0.46875,0.40625,0.53125,0.34375,0.59375,0.3125,0.6875,3964.0,0,random
1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1.0,0.53125,0.5625,0.5,0.4375,0.625,0.5,0.625,3904.0,0,random
0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0.6666666666666666,0.515625,0.46875,0.5625,0.40625,0.625,0.4375,0.75,3897.0,0,random
0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0.0,0.546875,0.5625,0.53125,0.53125,0.5625,0.5,0.5,3573.0,0,random
0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0.0,0.5,0.53125,0.46875,0.4375,0.5625,0.625,0.6875,4726.0,1,random
0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0.3333333333333333,0.5,0.53125,0.46875,0.59375,0.40625,0.625,0.375,4046.0,0,random
1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0.6666666666666666,0.53125,0.5,0.5625,0.5,0.5625,0.375,0.5,3713.0,0,random
1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0.6666666666666666,0.515625,0.53125,0.5,0.5,0.53125,0.625,0.625,4260.0,0,random
1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0.6666666666666666,0.4375,0.4375,0.4375,0.40625,0.46875,0.3125,0.375,4097.0,0,random
1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1.0,0.546875,0.5,0.59375,0.5625,0.53125,0.5625,0.625,3099.0,0,random
0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0.3333333333333333,0.421875,0.46875,0.375,0.4375,0.40625,0.5,0.375,3833.0,0,random
